d058.s043.t000	4) temporary housing for homeless or displaced persons.
d035.s011.t001	0) being one more than two.
d035.s011.t002	0) to consider or examine in speech or writing.
d035.s011.t003	0) derived from experiment and observation rather than theory.
d035.s011.t004	0) the relation of something to the matter at hand.
d035.s011.t005	0) a plan of action adopted by an individual or social group.
d035.s011.t006	1) a meaning that is not expressly stated but can be inferred.
d035.s011.t007	4) the proposition arrived at by logical reasoning (such as the proposition that must follow from the major and minor premises of
d046.s046.t000	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d046.s046.t001	0) a difference between conflicting facts or claims or opinions.
d046.s046.t002	3) existing in act or fact.
d046.s046.t003	0) achieved or reached.  |  |Answer: 0) achieved or reached. |  |Question:
d046.s046.t004	0) the action of accomplishing something.
d046.s046.t005	2) a set of questions or exercises evaluating skill or knowledge.
d046.s046.t006	0) a number or letter indicating quality (especially of a student's performance). Question: given the following sentence:
d046.s046.t007	0) a number or letter indicating quality (especially of a student's performance).  (Note: There are several definitions
d046.s046.t008	0) make a prediction about; tell in advance. Question: given the following sentence: "`` The sound of
d046.s046.t009	0) a measure of a person's intelligence as indicated by an intelligence test; the ratio of a person's mental age
d184.s061.t000	0) negation of a word or group of words. 0) negation of a word or group of words
d184.s061.t001	0) be the reason or explanation for. Question: given the following sentence: "The new policy will not only
d184.s061.t002	0) existing as an essential constituent or characteristic.
d184.s061.t003	4) one possessing or exercising power or influence or authority.
d184.s061.t004	1) become larger, greater, or bigger; expand or gain.
d184.s061.t005	0) existing in abundance.  #### Popüler sorular    - C++'da enum'un kullanım alanları
d184.s061.t006	1) active strength of body or mind. Question: given the following sentence: "The sound of bells is a
d184.s061.t007	0) a dramatic work intended for performance by actors on a stage.
d184.s061.t008	2) extend or stretch out to a greater or the full length.
d184.s061.t009	0) make plain and comprehensible.
d184.s061.t010	0) being definitely out of the ordinary and unexpected; slightly odd or even a bit weird.
d184.s061.t011	1) of or relating to or characteristic of a numen.
d184.s061.t012	2) the faculty through which the external world is apprehended.
d184.s061.t013	0) the quality of being the present.
d184.s061.t014	2) come to pass; arrive, as in due course.
d184.s061.t015	0) look attentively.
d184.s061.t016	0) a dramatic work intended for performance by actors on a stage.
d184.s061.t017	0) a psychological state induced by (or as if induced by) a magical incantation. 4) a
chop.v.01_example.1	4) cut with a hacking tool.
apparitional.s.01_example.2	0) of or relating to a spectrum.
d108.s032.t000	0) come upon, as if by accident; meet with.
d108.s032.t001	0) a human beingQuestion: given the following sentence: "`` He says, `` the sound of bells is
d108.s032.t002	0) a young person of either sex.
d108.s032.t003	0) baby bed with high sides made of slats.
d089.s027.t000	0) used to form the comparative of some adjectives and adverbs.
d089.s027.t001	2) characteristic of present-day art and music and literature and architecture.  (Note: The word "modern" is
d089.s027.t002	1) something a little different from others of the same type.
d089.s027.t003	0) a human beingQuestion: given the following sentence: "the most common form of this disease is the familial
d089.s027.t004	0) the capital and largest city of England; located on the Thames in southeastern England; financial and industrial and cultural center
d089.s027.t005	0) make available or accessible, provide or furnish.
d089.s027.t006	1) very.  % Correct, as in "most sophisticated keyboard work", "most" is used to emphasize the
d089.s027.t007	0) having or appealing to those having worldly knowledge and refinement and savoir-faire.
d089.s027.t008	0) device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer or
d089.s027.t009	6) the total output of a writer or artist (or a substantial part of it).
d007.s076.t000	0) in the historical present; at this point in the narration of a series of past events.
d007.s076.t001	0) any number of entities (members) considered as a unitQuestion: given the following sentence: "The United
d007.s076.t002	0) a person who disseminates messages calculated to assist some cause or some government.
d007.s076.t003	0) to give an account or representation of in words.
d007.s076.t004	0) march in a procession.
d007.s076.t005	0) without shoes on.
d007.s076.t006	0) a community of people smaller than a town.
d007.s076.t007	0) a community of people smaller than a townQuestion: given the following sentence: "`` The sound of bells
d007.s076.t008	1) an indication that makes something evident.
d007.s076.t009	0) morally bad or wrong.
d007.s076.t010	0) of or relating to the United States of America or its people or language or cultureQuestion: given the following
d007.s076.t011	1) a policy of intervening in the affairs of other countries.
crop.v.05_example.0	0) feed as in a meadow or pasture.
d072.s016.t000	6) assume a form or shape.
d072.s016.t001	3) the choicest or most essential or most vital part of some idea or experience.
d072.s016.t002	0) a quantifier that can be used with count nouns and is often preceded by `as' or `too'
d072.s016.t003	0) by chance.
d072.s016.t004	2) (of actions or states) slightly short of or not quite accomplished; all but.
d072.s016.t005	0) a state of difficulty that needs to be resolved.
d072.s016.t006	1) the treatment of mental or emotional problems by psychological means.
d119.s000.t000	4) indefinite in time or position.  (Note: "One" is an indefinite article in this sentence.)
d119.s000.t001	1) some point or period in time.
d119.s000.t002	0) a young person of either sex.
d119.s000.t003	0) feel or have a desire for; want strongly.
d119.s000.t004	2) raise from a lower to a higher position.
d119.s000.t005	0) a human beingQuestion: given the following sentence: "The new manager was able to bring about a change
d119.s000.t006	0) solid-hoofed herbivorous quadruped domesticated since prehistoric times.
d171.s112.t000	0) stay in one place and anticipate or expect something.
d171.s112.t001	0) utter a sudden loud cry. Question: given the following sentence: "`` It is a mistake to think
d171.s112.t002	0) a person who keeps watch over something or someone.
d171.s112.t003	1) flee; take to one's heels; cut and run. Question: given the following sentence: "``
d171.s112.t004	1) small crude shelter used as a dwelling. Question: given the following sentence: "`` I'm going
d171.s112.t005	1) utter a sudden loud cry.
d171.s112.t006	0) not the same one or ones already mentioned or implied; - the White Queen.  Note: the definition provided
d171.s112.t007	2) the generic use of the word to refer to any human being.
d171.s112.t008	2) occupy a place or location, also metaphorically. Question: given the following sentence: "`` It's
d171.s112.t009	0) outside a building.
d200.s069.t000	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d200.s069.t001	11) be superior.
d200.s069.t002	3) carry, as on one's back.
d108.s116.t000	0) feel or have a desire for; want strongly.
d108.s116.t001	3) a human offspring (son or daughter) of any age.
d108.s116.t002	0) pass from physical life and lose all bodily attributes and functions necessary to sustain life. Question: given the following
d126.s000.t000	0) any number of entities (members) considered as a unitQuestion: given the following sentence: "`` The
