d058.s043.t000	shelter.n.h.01
d007.s039.t000	land.n.h.05, land.n.h.06, land.n.h.0
d007.s039.t001	hit-and-run.a.h.01
d007.s039.t002	terrorist.n.h.01
d007.s039.t003	spread.v.h.01
d007.s039.t004	fear.n.h.01
d007.s039.t005	ambuscade.n.h.01
d007.s039.t006	death.n.h.01
d038.s015.t000	limp.v.h.01
d038.s015.t001	man.n.h.01
d038.s015.t002	hit.v.h.02: ['affect or afflict suddenly, usually adversely', 'encounter by
d038.s015.t003	take.v.h.01: ['receive willingly something given or offered']
d038.s015.t004	cane.n.h.01
d038.s015.t005	limp.v.h.01
policy.n.01_example.0	policy.n.h.01
lighten.v.02_example.0	lighten.v.h.02 : ['make lighter','reduce the weight on']
d085.s096.t000	person.n.h.01
d085.s096.t001	train.v.h.01
d085.s096.t002	so.r.h.01: ['to a very great extent or degree']
d085.s096.t003	rigorously.r.h.01
d085.s096.t004	jesuit.n.h.01
d085.s096.t005	person.n.h.01
d085.s096.t006	be.v.h.01 : ['happen, occur, take place']
d085.s096.t007	unable.a.h.01
d085.s096.t008	change.v.h.01
d085.s096.t009	habit.n.h.01
d085.s096.t010	up.a.h.01 : ['out of bed']
d085.s096.t011	dawn.n.h.01
d085.s096.t012	scrub.v.h.01
d085.s096.t013	floor.n.h.01
d085.s096.t014	be.v.h.01 : ['happen, occur, take place']
d085.s096.t015	dirty.a.h.01
d085.s096.t016	non.r.h.01
d085.s096.t017	water.n.h.01
d085.s096.t018	boil.v.h.01
d085.s096.t019	fire.n.h.03
d085.s096.t020	wash.v.h.01
d085.s096.t021	laundry.n.h.01
d085.s096.t022	pot.n.h.01.
d085.s096.t023	scour.v.h.01
d085.s096.t024	river.n.h.01
d085.s096.t025	sand.n.h.02
d085.s096.t026	each.a.h.01
d085.s096.t027	meal.n.h.01
d117.s047.t000	ungainly.a.h.01
d117.s047.t001	bird.n.h.01
d117.s047.t002	thing.n.h.07: ['an entity that is not named specifically']
d117.s047.t003	run\_away.v.h.01
d117.s047.t004	person.n.h.01
d117.s047.t005	croak.n.h.01
d117.s047.t006	sound.v.h.01.
d117.s047.t007	crow.n.h.03
d117.s047.t008	tormented.a.h.01
d117.s047.t009	rooster.n.h.01
rest.v.03_example.1	rest.v.h.01
song.n.02_example.2	The corresponding homonym key for the semantics of the target word "song" in the given sentence is song.
d102.s026.t000	many.a.h.01
d102.s026.t001	side.n.h.01
d102.s026.t002	come.v.h.01: ['come from; be connected by a relationship of blood, for example', '
d102.s026.t003	remark.n.h.01
d102.s026.t004	protestant.a.h.01
d102.s026.t005	church.n.h.02
d102.s026.t006	badly.r.h.01
d102.s026.t007	attend.v.h.01
d102.s026.t008	large.a.h.01
d102.s026.t009	medieval.a.h.01
d102.s026.t010	cathedral.n.h.01
d102.s026.t011	look.v.h.01: ["perceive with attention; direct one's gaze towards", 'have a
d102.s026.t012	empty.a.h.01
d102.s026.t013	service.n.h.01: ['the act of public worship following prescribed rules']
d094.s016.t000	information.n.h.01
d094.s016.t001	provide.v.h.01
d094.s016.t002	electron.n.h.01
d094.s016.t003	paramagnetic.a.h.01
d094.s016.t004	effect.n.h.01
d094.s016.t005	then.r.h.01
d094.s016.t006	discuss.v.h.01
d094.s016.t007	finally.r.h.01
d094.s016.t008	nuclear.a.h.01
d094.s016.t009	effect.n.h.01
d094.s016.t010	interpret.v.h.01
d094.s016.t011	various.a.h.01
d094.s016.t012	motional.a.h.01
d094.s016.t013	modified.a.h.01.
d094.s016.t014	model.n.h.01
d094.s016.t015	bond.n.h.01 ('an electrical force linking atoms', 'a connection that fastens things together')
d066.s026.t000	point_of_view.n.h.01
d066.s026.t001	applicant.n.h.01
d066.s026.t002	less.a.h.01
d066.s026.t003	time.n.h.02
d066.s026.t004	waste.v.h.01: ['use inefficiently or inappropriately', 'get rid of']
d066.s026.t005	evaluate.v.h.01
d066.s026.t006	get.v.h.01: ['achieve','receive as a result of some effort or action',
d066.s026.t007	meal.n.h.01
d066.s026.t008	insight.n.h.01
d112.s006.t000	country.n.h.01
d112.s006.t001	superimpose.v.h.01
d112.s006.t002	cultural.a.h.01
d112.s006.t003	political.a.h.01
d112.s006.t004	attitude.n.h.01
d112.s006.t005	search.v.h.01
d112.s006.t006	heritage.n.h.01
d112.s006.t007	hope.n.h.01
d112.s006.t008	justify.v.h.01
d112.s006.t009	aggressiveness.n.h.02
d137.s080.t000	report.n.h.01
d137.s080.t001	culminate.v.h.01
d137.s080.t002	year.n.h.01
d137.s080.t003	long.a.h.01: ['primarily temporal sense; being or indicating a relatively great or greater than average
d137.s080.t004	study.n.h.01
d137.s080.t005	group.n.h.12 : ['a system of public assistance for needy families with dependent children']
d137.s080.t006	program.n.h.02
d137.s080.t007	location.n.h.01
d137.s080.t008	county.n.h.01
d137.s080.t009	greater_new_york.n.h.01
d137.s080.t010	welfare.n.h.01
d137.s080.t011	consulting_company.n.h.01
d137.s080.t012	list.v.h.01
d137.s080.t013	10.a.h.01
d137.s080.t014	long-range.a.h.01
d137.s080.t015	recommendation.n.h.01
d137.s080.t016	design.v.h.01: ['plan something for a specific role or purpose or effect']
d137.s080.t017	reduce.v.h.01: ['narrow or limit', 'lessen and make more modest','make
d137.s080.t018	soaring.a.h.01
d137.s080.t019	group.n.h.12 : ['a system of public assistance for needy families with dependent children']
d137.s080.t020	case_load.n.h.01
scale.v.08_example.0	scale.v.h.03
d094.s089.t000	field.n.h.06 : ['the space around a radiating body within which its electromagnetic oscillations
d094.s089.t001	shift.n.h.01: ['the act of changing one thing or position for another']
d094.s089.t002	obtainExplanation: In the given context, the word "derived" means "obtained" or
d094.s089.t003	mean.a.h.02
d094.s089.t004	value.n.h.01
d094.s089.t005	resonance.n.h.02
d094.s089.t006	line.n.h.07 : ['a single frequency (or very narrow band) of radiation in a spectrum']
d094.s089.t007	define.v.h.01
d094.s089.t008	field.n.h.06 : ['the space around a radiating body within which its electromagnetic oscillations
d094.s089.t009	arithmetic_mean.n.h.01
d094.s089.t010	be.v.h.01
d094.s089.t011	zero.a.h.01
d109.s008.t000	quite.r.h.01
d109.s008.t001	candidly.r.h.01
d109.s008.t002	fellow.n.h.01
d109.s008.t003	all.a.h.01
d109.s008.t004	rice.n.h.02
d109.s008.t005	cathay.n.h.01
d023.s058.t000	match.n.h.02
d023.s058.t001	flare.v.h.01
d023.s058.t002	reach.v.h.01
d023.s058.t003	head.n.h.01
d023.s058.t004	light.v.h.01
d023.s058.t005	lantern.n.h.01
d023.s058.t006	hang.v.h.01
d023.s058.t007	wire.n.h.01
d023.s058.t008	loop.n.h.01
d143.s067.t000	now.r.h.01: ['at the present moment']
d143.s067.t001	mean.v.h.01
d143.s067.t002	ominous.a.h.01
d143.s067.t003	speak.v.h.01
d143.s067.t004	funny.a.h.01
d143.s067.t005	sound.n.h.01
d143.s067.t006	motor.n.h.01
d143.s067.t007	distressful.a.h.01
d143.s067.t008	say.v.h.01
d143.s067.t009	friend.n.h.01
d143.s067.t010	act.v.h.01: ['behave unnaturally or affectedly']
d143.s067.t011	funny.a.h.01
d143.s067.t012	direful.a.h.01
d143.s067.t013	married_woman.n.h.01
d143.s067.t014	tell.v.h.01
d143.s067.t015	constabulary.n.h.01
d143.s067.t016	funny.a.h.01
d143.s067.t017	hubby.n.h.01
d143.s067.t018	be.v.h.01 : ['have existence, be extant', 'happen, occur, take place
d143.s067.t019	home.r.h.01
d143.s067.t020	2.a.h.01
d143.s067.t021	day.n.h.02
d143.s067.t022	night.n.h.01
semblance.n.01_example.1	gloss.n.h.01
d179.s118.t000	be.v.h.01: ['have an existence, be extant', 'happen, occur, take
d179.s118.t001	big.a.h.01: ['above average in size or number or quantity or magnitude or extent', '
d179.s118.t002	thick.a.h.01
d179.s118.t003	beefy.a.h.01
d179.s118.t004	violent.a.h.01
d179.s118.t005	man.n.h.01
d157.s051.t000	be.v.h.01 : ['happen, occur, take place']
d157.s051.t001	non.r.h.01
d157.s051.t002	case.n.h.01
d157.s051.t003	rhode_island.n.h.01
d116.s023.t000	still.r.h.01
d116.s023.t001	have.v.h.01: ['have ownership or possession of', 'get something; come into possession of']
d116.s023.t002	paper.n.h.01
d116.s023.t003	hat.n.h.01
d116.s023.t004	wear.v.h.01
d116.s023.t005	be.v.h.01
d116.s023.t006	extraordinary.a.h.01
d116.s023.t007	paper.n.h.01
d116.s023.t008	hat.n.h.01
d116.s023.t009	be.v.h.01: ['have an existence, be extant', 'happen, occur, take
d116.s023.t010	be.v.h.01: ['be', 'form or compose', 'work in a specific function']
d116.s023.t011	also.r.h.01
d116.s023.t012	sculptor.n.h.02
d116.s023.t013	create.v.h.01
d116.s023.t014	most.r.h.01
d116.s023.t015	peculiar.a.h.01
d116.s023.t016	dame.n.h.01
d116.s023.t017	backyard.n.h.01
senseval2.d001.s025.t000	equally.r.h.01
senseval2.d001.s025.t001	important.a.h.01
senseval2.d001.s025.t003	discovery.n.h.02
senseval2.d001.s025.t005	control.v.h.01
senseval2.d001.s025.t007	cell.n.h.01
senseval2.d001.s025.t008	growth.n.h.01.Explanation: The homonym cluster "growth.n.
senseval2.d001.s025.t009	make.v.h.01
senseval2.d001.s025.t010	doctor.n.h.01
senseval2.d001.s025.t011	name.v.h.01
senseval2.d001.s025.t012	open.v.h.01: ['make available', 'have an opening or passage or outlet', 'aff
senseval2.d001.s025.t014	cancer.n.h.02
senseval2.d001.s025.t016	recent.a.h.01
senseval2.d001.s025.t017	month.n.h.01
senseval2.d001.s025.t018	explode.v.h.01
d096.s121.t000	worry.n.h.01
d096.s121.t001	harry.v.h.01
d096.s121.t002	up.a.h.01: ['out of bed']
d096.s121.t003	bed.n.h.01
d096.s121.t004	key: light.v.h.01.
d096.s121.t005	cigaret.n.h.01
d096.s121.t006	go.v.h.01: ['follow a certain course', 'begin or set in motion']
d096.s121.t007	window.n.h.01
d153.s008.t000	place.v.h.01
d153.s008.t001	person.n.h.01
d153.s008.t002	lap.n.h.01
cake.n.01_example.0	bar.n.h.07.Explanation: In the given sentence, "bar" refers to
post.n.09_example.1	The correct answer is stake.n.h.01.
d103.s040.t000	person.n.h.01.
d103.s040.t001	nod.v.h.01
d103.s040.t002	absently.r.h.01
d103.s040.t003	mutter.v.h.01
d103.s040.t004	check.v.h.01: ['examine so as to determine accuracy, quality, or condition', 'find
d103.s040.t005	list.n.h.01
d103.s040.t006	later.r.h.01
d078.s089.t000	work.n.h.01
d078.s089.t001	beginning.n.h.01
d078.s089.t002	8.a.h.01
d078.s089.t003	bar.n.h.05: ['musical notation for a repeating pattern of musical beats']
d078.s089.t004	musical.a.h.01
d078.s089.t005	strain.n.h.01.
d078.s089.t006	person.n.h.01.
d078.s089.t007	set.v.h.01: ['decide upon or fix definitely', 'apply or start', 'estimate
d078.s089.t008	words.n.h.02
d078.s089.t009	be.v.h.01: ['happen, occur, take place']
d078.s089.t010	no.r.h.01
d078.s089.t011	work.n.h.01
d078.s089.t012	be.v.h.01: ['happen, occur, take place']
d078.s089.t013	no.r.h.01
d078.s089.t014	worry.n.h.01
d078.s089.t015	match.v.h.01
d078.s089.t016	spiritual.a.h.01
d078.s089.t017	feeling.n.h.01
d078.s089.t018	jot.n.h.01
d087.s135.t000	transfer.v.h.01
d087.s135.t001	group.n.h.01 : ['any number of entities (members) considered as a unit']
d087.s135.t002	be.v.h.01 : ['happen, occur, take place']
d087.s135.t003	every.a.h.01
d087.s135.t004	other.a.h.01
d087.s135.t005	pole.n.h.01.
d087.s135.t006	feeling.n.h.01
d087.s135.t007	jew.n.h.01
d166.s001.t000	The corresponding homonym key for the word "seems" in the given sentence is: seem.v.h.0
d166.s001.t001	be.v.h.01: ['happen, occur, take place']
d166.s001.t002	unfortunate.a.h.01
d166.s001.t003	assumption.n.h.01
d166.s001.t004	hour.n.h.01
d166.s001.t005	chicago.n.h.01
d166.s001.t006	style.n.h.01
d166.s001.t007	prime_time.n.h.01
d166.s001.t008	evening.n.h.01
d166.s001.t009	e.g..r.h.01
d166.s001.t010	non.r.h.01
d166.s001.t011	justify.v.h.01
d166.s001.t012	trimming.n.h.01
d166.s001.t013	portentous.a.h.01
d166.s001.t014	docudrama.n.h.01
pit.v.03_example.0	pit.v.h.02.
d105.s101.t000	single.a.h.01
d105.s101.t001	24.a.h.02 : ['twenty-four hours']
d105.s101.t002	60_minutes.n.h.01
d105.s101.t003	composite.n.h.01: ['a conceptual whole made up of complicated and related parts']
d105.s101.t004	sample.n.h.01
d105.s101.t005	have.v.h.01: ['have', 'go through', 'undergo','suffer from',
d105.s101.t006	mg.n.h.03
d105.s101.t007	l.n.h.01
d105.s101.t008	indicate.v.h.01 : ['give evidence of','suggest the necessity of an intervention; in
d105.s101.t009	typical.a.h.01
d105.s101.t010	domestic.b.h.02
d105.s101.t011	sewage.n.h.01
d175.s004.t000	The corresponding homonym key for the semantics of the target word "surging" in the given sentence is:
d175.s004.t001	sound.n.h.01
d175.s004.t002	bat.n.h.02
d175.s004.t003	night.n.h.01
d175.s004.t004	black.a.h.01 : ['extremely dark']
d175.s004.t005	body.n.h.01: ['an individual 3-dimensional object that has mass and that is distinguishable
d175.s004.t006	dive.v.h.01
d175.s004.t007	blackness.n.h.01 : ['total absence of light']
d175.s004.t008	amber.a.h.02 : [having a warm, rich, and slightly yellowish color, like
d175.s004.t009	street_lamp.n.h.01
d092.s044.t000	loan_participation.n.h.02 : ['a loan in which more than one party shares the risk
d092.s044.t001	be.v.h.01
d092.s044.t002	jointly.r.h.01
d092.s044.t003	bank.n.h.02
d092.s044.t004	other.a.h.01
d092.s044.t005	private.a.h.01
d092.s044.t006	lending_institution.n.h.01
park.n.01_example.0	park.n.h.02
sound.n.08_example.0	sound.n.h.01.
d055.s045.t000	text.n.h.01
d055.s045.t001	reading.n.h.04.
d055.s045.t002	continue.v.h.01
d055.s045.t003	next.a.h.01
d055.s045.t004	occurrence.n.h.01
d141.s135.t000	person.n.h.01
d141.s135.t001	be.v.h.01: ['happen, occur, take place']
d141.s135.t002	relieved.a.h.01
d141.s135.t003	present.n.h.03
d141.s135.t004	mind.n.h.01
blaze.v.01_example.0	blaze.v.h.01.
slug.n.05_example.0	slug.n.h.01.Explanation: The word "slug" in the given sentence
border.v.05_example.1	march.v.h.01
d041.s063.t000	earphone.n.h.01
d041.s063.t001	be.v.h.01 : ['happen, occur, take place']
d041.s063.t002	full.a.h.01Explanation: In the given context, the word "full" means
d041.s063.t003	sound.n.h.01.
d041.s063.t004	enemy.n.h.01
d041.s063.t005	contact.n.h.07: ['channel for communication between groups']
d041.s063.t006	make.v.h.01 : ['give rise to; cause to happen or occur']
d041.s063.t007	other.a.h.01
d041.s063.t008	flight.n.h.01
d146.s131.t000	chicken.n.h.01
d146.s131.t001	6.a.h.01
d146.s131.t002	tit.n.h.02.
d146.s131.t003	tail.n.h.01
d146.s131.t004	bottle_screw.n.h.01
d149.s039.t000	soar.v.h.01
d149.s039.t001	new.a.h.01
d149.s039.t002	pastor.n.h.01
d149.s039.t003	angel.n.h.01
d149.s039.t004	stray.v.h.01
d149.s039.t005	path.n.h.01
d149.s039.t006	non.r.h.01.
d149.s039.t007	know.v.h.01: ['be cognizant or aware of a fact or a specific piece of information
d149.s039.t008	all.a.h.01
d149.s039.t009	truth.n.h.02
d149.s039.t010	gossip.n.h.01
d149.s039.t011	be.v.h.01: ['have an existence, be extant', 'happen, occur, take
d149.s039.t012	The corresponding homonym key for the word "chief" in the given context is: chief.a.h.0
d149.s039.t013	repository.n.h.01
d298.s105.t000	list.v.h.01.
d122.s170.t000	person.n.h.01
d122.s170.t001	hop.v.h.01: ['move quickly from one place to another']
d122.s170.t002	ride.n.h.01
d122.s170.t003	freight\_car.n.h.01
d122.s170.t004	chase.v.h.01
d122.s170.t005	person.n.h.01
d122.s170.t006	railroad.n.h.01
d122.s170.t007	guard.n.h.01
d175.s001.t000	be.v.h.01 : ['have an existence, be extitent', 'happen, occur,
d175.s001.t001	broken.a.h.01
d175.s001.t002	bell.n.h.05
d175.s001.t003	church_tower.n.h.01
d175.s001.t004	ring.v.h.02.
d175.s001.t005	mass.n.h.01.
d175.s001.t006	high_noon.n.h.01
d175.s001.t007	six.n.h.02 : ['the even number following five', 'a time indicated by the sixth hour of
d175.s001.t008	evening.n.h.01
d175.s001.t009	tone.n.h.05
d175.s001.t010	repetitive.a.h.01
d175.s001.t011	monotonous.a.h.01
d175.s001.t012	never.r.h.01
d175.s001.t013	prevent completion, interrupt a continued activity
d175.s001.t014	boredom.n.h.01
d175.s001.t015	street.n.h.01.Explanation: The sentence describes the streets as a depressed environment,
d056.s012.t000	aid.n.h.02
d056.s012.t001	prevention.n.h.01
d056.s012.t002	bacterial.a.h.01
d056.s012.t003	diarrhea.n.h.01
d056.s012.t004	scours.n.h.01
d056.s012.t005	feed.v.h.01
d056.s012.t006	50.a.h.05 : ['fifty']
d056.s012.t007	g.n.h.08
d056.s012.t008	ton.n.h.01
d056.s012.t009	complete.a.h.01
d056.s012.t010	feed.n.h.01
d072.s057.t000	be.v.h.01
d072.s057.t001	at_least.r.h.01 : ["not less than"]
d072.s057.t002	possible.a.h.01
d072.s057.t003	capacity.n.h.01: ['the power to learn or retain knowledge; in law, the ability to understand
d072.s057.t004	defer.v.h.01
d072.s057.t005	gratification.n.h.01
d072.s057.t006	develop.v.h.01: ['come into existence; take on form or shape', 'change the use of
d072.s057.t007	express.v.h.01.
d072.s057.t008	continuous.a.h.01
d072.s057.t009	exposure.n.h.02
d072.s057.t010	great.a.h.02: ['of major significance or importance','remarkable or out of the ordinary in
d072.s057.t011	literature.n.h.01
d138.s085.t000	check.n.h.01.
d138.s085.t001	elevation.n.h.05
d138.s085.t002	ground.n.h.01
d138.s085.t003	degree.n.h.02: ['a measure for arcs and angles']
d138.s085.t004	direction.n.h.01
d138.s085.t005	slope.n.h.01
d138.s085.t006	drainage.n.h.01
d138.s085.t007	outcrop.n.h.01
d138.s085.t008	surface_soil.n.h.01
d138.s085.t009	type.n.h.01
d138.s085.t010	quality.n.h.02
d138.s085.t011	subsoil.n.h.01
d118.s037.t000	simultaneously.r.h.01
d118.s037.t001	male.n.h.02
d118.s037.t002	drone.n.h.04
d118.s037.t003	produce.v.h.01
d118.s037.t004	mostly.r.h.01
d118.s037.t005	egg.n.h.01
d118.s037.t006	worker.n.h.03.
d118.s037.t007	produce.v.h.01
d118.s037.t008	queen.n.h.01: ['the only fertile female in a colony of social insects such as be
d048.s038.t000	counsel.n.h.01
d048.s038.t001	group.n.h.01 (The target word "du Pont" is a proper noun referring to a specific
d048.s038.t002	indicate.v.h.01
d048.s038.t003	preference.n.h.01
d048.s038.t004	submission.n.h.01: ['something submitted for the judgment of others', 'the act of submitting
d048.s038.t005	detailed.a.h.01
d048.s038.t006	plan.n.h.01
d048.s038.t007	side.n.h.01: ['one of two or more contesting groups']
d048.s038.t008	early.a.h.01
d048.s038.t009	date.n.h.03: ['a meeting arranged in advance', 'a particular but unspecified point in
d183.s036.t000	person.n.h.01
d183.s036.t001	gazed belongs to gaze.v.h.01: ['look at with fixed eyes']
d183.s036.t002	gray.a.h.01
d183.s036.t003	slum.n.h.01
d183.s036.t004	say.v.h.01: ['communicate or express nonverbally', 'utter aloud', "state
d183.s036.t005	softly.r.h.01
d183.s036.t006	look.v.h.01: ["perceive with attention; direct one's gaze towards"]
d183.s036.t007	stupid.a.h.01
d183.s036.t008	kid.n.h.01.
d109.s040.t000	inscribe.v.h.01
d109.s040.t001	base.n.h.01.Explanation: In the given context, the word "base"
d109.s040.t002	be.v.h.01: ['have an existence, be extant', 'happen, occur, take
d109.s040.t003	charm.n.h.02
d109.s040.t004	balinese.n.h.01
d109.s040.t005	dialect.n.h.01
d109.s040.t006	take.v.h.07: "receive willingly something given or offered"
d109.s040.t007	comprehend.v.h.01
d141.s057.t000	sit.v.h.01
d141.s057.t001	awhile.r.h.01
d141.s057.t002	hand.n.h.01
d141.s057.t003	key: knee.n.h.01
d141.s057.t004	watch.v.h.01
d141.s057.t005	The semantics of the target word "bend" in the given sentence can be described by homonym cluster key b
d141.s057.t006	back.n.h.01
d141.s057.t007	gather_up.v.h.01
d141.s057.t008	thing.n.h.05Explanation: The word "things" in the given sentence refers
d141.s057.t009	comb.n.h.01
d141.s057.t010	bottle.n.h.01
d141.s057.t011	acetylsalicylic_acid.n.h.01
d141.s057.t012	take.v.h.03 : ["receive willingly something given or offered", "accept or undergo,
d141.s057.t013	upstairs.r.h.01
d141.s057.t014	pack.v.h.01.
d089.s010.t000	let.v.h.01: ['consent to, give permission']
d089.s010.t001	say.v.h.01: ['state as one's opinion or judgement; declare']
d089.s010.t002	get-go.n.h.01
d089.s010.t003	music.n.h.01
d089.s010.t004	sound.v.h.01.
d089.s010.t005	last.a.h.01
d089.s010.t006	playing.n.h.02 : ['the act of performing or producing a recording']
d089.s010.t007	first.a.h.01
d334.s001.t000	affect.v.h.01
d334.s001.t001	leave.v.h.01: ['leave unchanged or undisturbed or refrain from taking', 'have
d171.s074.t000	warped.a.h.01
d171.s074.t001	broken.a.h.01: ['physically and forcibly separated into pieces or cracked or split']
d171.s074.t002	tree.n.h.01
d171.s074.t003	vale.n.h.01
d171.s074.t004	assume.v.h.03: ['take on a certain form, attribute, or aspect']
