d058.s043.t000	shelter.n.h.01.
d042.s039.t016	unasterisked.a.h.01.
d042.s039.t017	stand_for.v.h.01.
d042.s039.t018	set_off.v.h.01.
d042.s039.t019	asterisk.n.h.01.
d042.s039.t020	case.n.h.01.
d042.s039.t021	combined.a.h.01.
d042.s039.t022	stem.n.h.01.
d042.s039.t023	be.v.h.01.
d131.s026.t000	3.a.h.01.
d131.s026.t001	fri.n.h.01.
d131.s026.t002	coach.n.h.02.
d131.s026.t003	need.v.h.01.
d131.s026.t004	driver.n.h.01.
d025.s037.t000	30.a.h.01.
d025.s037.t001	year.n.h.01.
d025.s037.t002	experience.n.h.01.
d025.s037.t003	let.v.h.01.
d025.s037.t004	know.v.h.01.
d025.s037.t005	even.r.h.01.
d025.s037.t006	early.a.h.01.
d025.s037.t007	stage.n.h.01.
d025.s037.t008	person.n.h.01.
d025.s037.t009	be.v.h.01.
d025.s037.t010	man.n.h.01.
d088.s027.t000	same.a.h.01.
d088.s027.t001	thing.n.h.01.
d088.s027.t002	more_or_less.r.h.01.
d088.s027.t003	say.v.h.01.
d088.s027.t004	content.n.h.02.
d088.s027.t005	person.n.h.01.
d088.s027.t006	first.a.h.01.
d088.s027.t007	collage.n.h.01.
d126.s036.t000	6.a.h.01.
d126.s036.t001	foot.n.h.01.
d126.s036.t002	3.a.h.01.
d126.s036.t003	inch.n.h.01.
d126.s036.t004	person.n.h.01.
d126.s036.t005	check_in.v.h.01.
d126.s036.t006	approximately.r.h.01.
d126.s036.t007	pound.n.h.02.
d126.s036.t008	15.a.h.01.
d126.s036.t009	pound.n.h.02.
d126.s036.t010	light.a.h.02.
d126.s036.t011	reporting_weight.n.h.01.
d126.s036.t012	last.a.h.01.
d126.s036.t013	spring.n.h.01.
d146.s043.t000	see.v.h.01.
d146.s043.t001	figure.n.h.01.
d146.s043.t002	man.n.h.01.
d146.s043.t003	poncho.n.h.01.
d146.s043.t004	come.v.h.01.
d146.s043.t005	company.n.h.01.
d146.s043.t006	street.n.h.01.
d146.s043.t007	armful.n.h.01.
d146.s043.t008	wood.n.h.04.
d143.s021.t000	other.a.h.01.
d143.s021.t001	day.n.h.02.
d143.s021.t002	reread.v.h.01.
d143.s021.t003	person.n.h.01.
d143.s021.t004	be.v.h.01.
d143.s021.t005	anecdote.n.h.01.
d143.s021.t006	group.n.h.01.
d143.s021.t007	english.n.h.01.
d143.s021.t008	american.n.h.01.
d143.s021.t009	visit.v.h.01.
d143.s021.t010	deutschland.n.h.01.
d143.s021.t011	year.n.h.01.
d143.s021.t012	ago.r.h.01.
d163.s013.t000	machine.n.h.01.
d163.s013.t001	cure.v.h.01.
d163.s013.t002	cancer.n.h.02.
d163.s013.t003	body.n.h.01.
d152.s067.t000	american.a.h.01.
d152.s067.t001	free_world.n.h.01.
d152.s067.t002	policy.n.h.01.
d152.s067.t003	marginally.r.h.01.
d152.s067.t004	affect.v.h.01.
d152.s067.t005	pace.n.h.02.
d152.s067.t006	transition.n.h.01.
d152.s067.t007	basically.r.h.01.
d152.s067.t008	pace.n.h.02.
d152.s067.t009	depend_on.v.h.01.
d152.s067.t010	change.n.h.01.
d152.s067.t011	supply.n.h.01.
d152.s067.t012	resource.n.h.01.
d152.s067.t013	human.a.h.01.
d152.s067.t014	attitude.n.h.01.
d152.s067.t015	political.a.h.01.
d152.s067.t016	institution.n.h.01.
d152.s067.t017	social_organisation.n.h.01.
d152.s067.t018	society.n.h.01.
d152.s067.t019	generate.v.h.01.
d125.s075.t000	group.n.h.01.
d125.s075.t001	have.v.h.01.
d125.s075.t002	2.a.h.01.
d125.s075.t003	more.a.h.01.
d125.s075.t004	away_game.n.h.01.
d125.s075.t005	location.n.h.01.
d125.s075.t006	houston.n.h.01.
d125.s075.t007	play.v.h.01.
d125.s075.t008	again.r.h.01.
d125.s075.t009	look.v.h.01.
d125.s075.t010	coach.n.h.02.
d125.s075.t011	person.n.h.01.
d125.s075.t012	manpower.n.h.01.
d125.s075.t013	meet.v.h.01.
d125.s075.t014	group.n.h.01.
d125.s075.t015	develop.v.h.01.
d125.s075.t016	kind.n.h.01.
d125.s075.t017	team.n.h.01.
d125.s075.t018	expect.v.h.01.
d125.s075.t019	be.v.h.01.
d125.s075.t020	preseason.n.h.01.
d125.s075.t021	reckoning.n.h.01.
court.n.11_example.0	court.n.h.01.
d141.s168.t000	after.r.h.01.
d141.s168.t001	sit.v.h.01.
d141.s168.t002	5.a.h.01.
d141.s168.t003	minute.n.h.01.
d141.s168.t004	say.v.h.01.
d141.s168.t005	word.n.h.01.
d157.s037.t000	sympathy.n.h.02.
d157.s037.t001	admiration.n.h.01.
d157.s037.t002	person.n.h.01.
d157.s037.t003	find.v.h.01.
d157.s037.t004	group.n.h.01.
d157.s037.t005	editor.n.h.01.
d157.s037.t006	claim.v.h.01.
d157.s037.t007	be.v.h.01.
d157.s037.t008	score.n.h.01.
d157.s037.t009	man.n.h.01.
d157.s037.t010	state_prison.n.h.01.
d157.s037.t011	be.v.h.01.
d157.s037.t012	time.n.h.01.
d157.s037.t013	more.r.h.01.
d157.s037.t014	deserving.a.h.01.
d157.s037.t015	sympathy.n.h.02.
d168.s061.t000	endothelial.a.h.01.
d168.s061.t001	cell.n.h.01.
d168.s061.t002	line.v.h.02.
d168.s061.t003	sinusoid.n.h.01.
d168.s061.t004	be.v.h.01.
d168.s061.t005	prominent.a.h.01.
d168.s061.t006	many.a.h.01.
d168.s061.t007	contain.v.h.01.
d168.s061.t008	large.a.h.01.
d168.s061.t009	quantity.n.h.01.
d168.s061.t010	haemosiderin.n.h.01.
d038.s147.t000	be.v.h.01.
d038.s147.t001	sure.a.h.01.
d038.s147.t002	be.v.h.01.
d038.s147.t003	garage.n.h.01.
d038.s147.t004	a_couple_of.a.h.01.
d038.s147.t005	day.n.h.02.
d038.s147.t006	ago.r.h.01.
d230.s069.t000	sound.v.h.01.
d008.s094.t000	man.n.h.01.
d008.s094.t001	hold.v.h.01.
d008.s094.t002	person.n.h.01.
d008.s094.t003	hold.v.h.01.
d008.s094.t004	up.r.h.01.
d041.s007.t000	aeroplane.n.h.01.
d041.s007.t001	carry.v.h.01.
d041.s007.t002	2.a.h.01.
d041.s007.t003	500.a.h.01.
d041.s007.t004	pound.n.h.02.
d041.s007.t005	bomb.n.h.01.
d171.s090.t000	even.r.h.01.
d171.s090.t001	short.a.h.01.
d171.s090.t002	distance.n.h.01.
d171.s090.t003	be.v.h.01.
d171.s090.t004	only.r.h.01.
d171.s090.t005	vague.a.h.01.
d171.s090.t006	shape.n.h.02.
d171.s090.t007	set_up.v.h.01.
d171.s090.t008	machine_gun.n.h.01.
d171.s090.t009	small.a.h.01.
d171.s090.t010	hillock.n.h.01.
d171.s090.t011	so.r.h.01.
d171.s090.t012	fire.v.h.01.
d171.s090.t013	head.n.h.01.
d171.s090.t014	rest.n.h.01.
d171.s090.t015	patrol.n.h.01.
d052.s017.t000	be.v.h.01.
d052.s017.t001	inclined.a.h.01.
d052.s017.t002	argue.v.h.01.
d052.s017.t003	as_a_matter_of_fact.r.h.01.
d052.s017.t004	independence.n.h.01.
d052.s017.t005	mind.n.h.01.
d052.s017.t006	action.n.h.01.
d052.s017.t007	intolerance.n.h.01.
d052.s017.t008	regimentation.n.h.01.
d052.s017.t009	mental.a.h.01.
d052.s017.t010	physical.a.h.01.
d052.s017.t011	be.v.h.01.
d052.s017.t012	particularly.r.h.01.
d052.s017.t013	southern.a.h.01.
d052.s017.t014	trait.n.h.01.
d059.s063.t000	necessity.n.h.01.
d059.s063.t001	committee.n.h.01.
d059.s063.t002	declare.v.h.01.
d059.s063.t003	form.n.h.01.
d059.s063.t004	effective.a.h.01.
d059.s063.t005	control.n.h.01.
d059.s063.t006	size.n.h.01.
d059.s063.t007	family.n.h.01.
d059.s063.t008	spacing.n.h.01.
d059.s063.t009	child.n.h.01.
d059.s063.t010	consequently.r.h.01.
d059.s063.t011	control.n.h.01.
d059.s063.t012	conception.n.h.02.
d059.s063.t013	be.v.h.01.
d059.s063.t014	question.n.h.01.
d062.s038.t000	set.v.h.01.
d062.s038.t001	tone.n.h.04.
d062.s038.t002	richness.n.h.01.
d062.s038.t003	texture.n.h.01.
d062.s038.t004	color.n.h.01.
d062.s038.t005	kind.n.h.01.
d062.s038.t006	richness.n.h.01.
d062.s038.t007	also.r.h.01.
d062.s038.t008	article_of_clothing.n.h.01.
d062.s038.t009	decoration.n.h.01.
d062.s038.t010	pay.v.h.01.
d062.s038.t011	rent.n.h.01.
d062.s038.t012	year.n.h.01.
light.a.14_example.0	light.a.h.01.
d298.s107.t000	file.v.h.03.
d298.s107.t001	square_up.v.h.01.
d298.s107.t002	put.v.h.01.
d298.s107.t003	snag.v.h.01.
second.v.02_example.0	second.v.h.02.
d128.s059.t000	religion.n.h.01.
d128.s059.t001	also.r.h.01.
d128.s059.t002	reflect.v.h.01.
d128.s059.t003	values.n.h.01.
d128.s059.t004	express.v.h.01.
d128.s059.t005	creed.n.h.01.
d128.s059.t006	dogma.n.h.01.
d128.s059.t007	doctrine.n.h.01.
d128.s059.t008	form.v.h.01.
d128.s059.t009	person.n.h.01.
d128.s059.t010	call.v.h.01.
d128.s059.t011	credo.n.h.01.
d157.s028.t000	month.n.h.01.
d157.s028.t001	nov.n.h.01.
d157.s028.t002	hardly_a.a.h.01.
d157.s028.t003	day.n.h.02.
d157.s028.t004	pass.v.h.01.
d157.s028.t005	be.v.h.01.
d157.s028.t006	non.r.h.01.
d157.s028.t007	mention.n.h.01.
d157.s028.t008	person.n.h.01.
d157.s028.t009	rhode_island.n.h.01.
d157.s028.t010	newspaper.n.h.01.
d078.s068.t000	be.v.h.01.
d078.s068.t001	ballad_maker.n.h.01.
d078.s068.t002	ever.r.h.01.
d078.s068.t003	collaborate.v.h.01.
d078.s068.t004	secretary.n.h.01.
d078.s068.t005	group.n.h.01.
d078.s068.t006	collaborate.v.h.01.
d078.s068.t007	song.n.h.02.
d078.s068.t008	person.n.h.01.
d078.s068.t009	be.v.h.01.
d078.s068.t010	secretary.n.h.01.
d078.s068.t011	treasury.n.h.01.
school.n.01_example.0	school.n.h.01.
rebate.v.01_example.0	rebate.v.h.01.
d179.s130.t000	brother.n.h.01.
d179.s130.t001	take.v.h.01.
d179.s130.t002	job.n.h.02.
d179.s130.t003	right.r.h.01.
d179.s130.t004	now.r.h.01.
d179.s130.t005	say.v.h.01.
d179.s130.t006	eye.n.h.01.
d179.s130.t007	ice_cream.n.h.01.
d179.s130.t008	have.v.h.01.
d179.s130.t009	baby.n.h.01.
d179.s130.t010	person.n.h.01.
d179.s130.t011	baby.n.h.01.
d179.s130.t012	ain.a.h.01.
d179.s130.t013	hubby.n.h.01.
d179.s130.t014	baby.n.h.01.
box.n.07_example.0	box.n.h.01.
spark.n.04_example.0	spark.n.h.02.
d118.s036.t000	middle.a.h.01.
d118.s036.t001	summer.n.h.01.
d118.s036.t002	larva.n.h.01.
d118.s036.t003	apparently.r.h.01.
d118.s036.t004	receive.v.h.01.
d118.s036.t005	such.r.h.01.
d118.s036.t006	good.a.h.01.
d118.s036.t007	diet.n.h.01.
d118.s036.t008	be.v.h.01.
d118.s036.t009	optimal.a.h.01.
d118.s036.t010	then.r.h.01.
d118.s036.t011	young.a.h.01.
d118.s036.t012	queen.n.h.03.
d118.s036.t013	begin.v.h.01.
d118.s036.t014	appear.v.h.01.
d021.s021.t000	furthermore.r.h.01.
d021.s021.t001	law.n.h.03.
d021.s021.t002	land.n.h.02.
d021.s021.t003	be.v.h.01.
d021.s021.t004	non.r.h.01.
d021.s021.t005	irrevocable.a.h.01.
d021.s021.t006	change.v.h.01.
d021.s021.t007	many.a.h.01.
d021.s021.t008	time.n.h.01.
d070.s167.t000	person.n.h.01.
d070.s167.t001	no.a.h.01.
d070.s167.t002	business.n.h.01.
d070.s167.t003	ram.v.h.01.
d070.s167.t004	kid.n.h.01.
d085.s043.t000	read.v.h.01.
d085.s043.t001	group.n.h.01.
d085.s043.t002	man.n.h.01.
d085.s043.t003	congregation.n.h.01.
d179.s084.t000	think.v.h.01.
d179.s084.t001	pay.v.h.01.
d179.s084.t002	rent.n.h.01.
d060.s008.t000	mail.v.h.01.
d060.s008.t001	return.n.h.01.
d060.s008.t002	revenue_enhancement.n.h.01.
d060.s008.t003	payment.n.h.01.
d060.s008.t004	place.v.h.01.
d060.s008.t005	mail.n.h.01.
d060.s008.t006	ample.a.h.01.
d060.s008.t007	time.n.h.01.
d060.s008.t008	reach.v.h.01.
d060.s008.t009	district.n.h.01.
d060.s008.t010	director.n.h.01.
d060.s008.t011	due_date.n.h.01.
d002.s074.t000	find.v.h.01.
d002.s074.t001	coast.n.h.01.
d002.s074.t002	lead.v.h.01.
d002.s074.t003	nowhere.r.h.01.
d002.s074.t004	turn.v.h.01.
d002.s074.t005	north.r.h.01.
d002.s074.t006	again.r.h.01.
d002.s074.t007	main.a.h.01.
d002.s074.t008	ice.n.h.03.
d002.s074.t009	filled.a.h.01.
d002.s074.t010	passageway.n.h.01.
d002.s074.t011	crew.n.h.01.
d002.s074.t012	uneasy.a.h.01.
d002.s074.t013	then.r.h.01.
d002.s074.t014	frightened.a.h.01.
d002.s074.t015	rebel.v.h.01.
d069.s009.t000	earthquake.n.h.01.
d069.s009.t001	japan.n.h.01.
d069.s009.t002	generate.v.h.01.
d069.s009.t003	wave.n.h.01.
d069.s009.t004	so.r.h.01.
d069.s009.t005	huge.a.h.01.
d069.s009.t006	pile.v.h.01.
d069.s009.t007	location.n.h.01.
d069.s009.t008	wave.n.h.01.
d069.s009.t009	swamp.v.h.01.
d069.s009.t010	more.a.h.01.
d069.s009.t011	1000.a.h.01.
d069.s009.t012	ship.n.h.01.
d069.s009.t013	boat.n.h.01.
d069.s009.t014	location.n.h.01.
d053.s014.t000	sickness.n.h.01.
d053.s014.t001	loss.n.h.01.
d053.s014.t002	some.a.h.01.
d053.s014.t003	farm_animal.n.h.01.
d053.s014.t004	cut.v.h.01.
d053.s014.t005	owner.n.h.01.
d053.s014.t006	earnings.n.h.01.
d053.s014.t007	even.r.h.01.
d053.s014.t008	capital.n.h.01.
d227.s064.t000	be.v.h.01.
d227.s064.t001	witness.v.h.01.
d227.s064.t002	gobble.v.h.01.
d129.s020.t000	another.a.h.01.
d129.s020.t001	approach.n.h.01.
d129.s020.t002	be.v.h.01.
d129.s020.t003	estimate.v.h.01.
d129.s020.t004	growth_rate.n.h.01.
d129.s020.t005	size.n.h.01.
d129.s020.t006	maturity.n.h.01.
d138.s068.t000	old.a.h.01.
d138.s068.t001	shipwreck.n.h.01.
d138.s068.t002	high.a.h.01.
d138.s068.t003	dam.n.h.02.
d138.s068.t004	old.a.h.01.
d138.s068.t005	covered.a.h.01.
d138.s068.t006	bridge.n.h.02.
d138.s068.t007	place.n.h.01.
d138.s068.t008	find.v.h.01.
d138.s068.t009	agate.n.h.01.
d138.s068.t010	other.a.h.01.
d138.s068.t011	semiprecious.a.h.01.
d138.s068.t012	stone.n.h.02.
d138.s068.t013	place.n.h.01.
d138.s068.t014	pan.v.h.01.
d138.s068.t015	gold.n.h.01.
d138.s068.t016	etcetera.n.h.01.
d138.s068.t017	be.v.h.01.
d138.s068.t018	interest.n.h.01.
man.n.08_example.0	man.n.h.01.
tenor.n.05_example.0	tenor.n.h.02.
d002.s041.t000	ahead.r.h.01.
d002.s041.t001	be.v.h.01.
d002.s041.t002	parlous.a.h.01.
d002.s041.t003	ice.n.h.03.
d002.s041.t004	filled.a.h.01.
d002.s041.t005	water.n.h.01.
d175.s055.t000	cafe.n.h.01.
d175.s055.t001	location.n.h.01.
d175.s055.t002	man.n.h.01.
d175.s055.t003	spend.v.h.01.
d175.s055.t004	evening.n.h.01.
d175.s055.t005	dominicus.n.h.01.
d175.s055.t006	play.v.h.01.
d175.s055.t007	card.n.h.01.
d175.s055.t008	have.v.h.01.
d175.s055.t009	rose.n.h.01.
d175.s055.t010	hedge.n.h.01.
d175.s055.t011	window.n.h.01.
d144.s059.t000	deadly.a.h.01.
d144.s059.t001	earnest.n.h.01.
d144.s059.t002	besieger.n.h.01.
d144.s059.t003	methodically.r.h.01.
d144.s059.t004	strip.v.h.01.
d144.s059.t005	away.r.h.01.
d144.s059.t006	portion.n.h.01.
d144.s059.t007	roof.n.h.01.
d144.s059.t008	toss.v.h.01.
d144.s059.t009	lighted.a.h.01.
d144.s059.t010	rag.n.h.01.
d144.s059.t011	inside.r.h.01.
d144.s059.t012	only.r.h.01.
d144.s059.t013	most.a.h.01.
d144.s059.t014	stamp_out.v.h.01.
d144.s059.t015	woman.n.h.01.
d144.s059.t016	hit.v.h.01.
d144.s059.t017	floor.n.h.01.
bridge.n.04_example.0	bridge.n.h.02.
d162.s116.t000	person.n.h.01.
d162.s116.t001	listen.v.h.01.
d162.s116.t002	angelic.a.h.01.
d162.s116.t003	patience.n.h.01.
d162.s116.t004	person.n.h.01.
d162.s116.t005	then.r.h.01.
d162.s116.t006	say.v.h.01.
d162.s116.t007	junior.n.h.01.
d162.s116.t008	be.v.h.01.
d162.s116.t009	angel.n.h.01.
d162.s116.t010	now.r.h.01.
d162.s116.t011	forget.v.h.01.
addict.n.01_example.1	nut.n.h.02.
d040.s075.t000	person.n.h.01.
d040.s075.t001	hold.v.h.01.
d040.s075.t002	breath.n.h.01.
d040.s075.t003	moment.n.h.01.
d040.s075.t004	push.v.h.01.
d040.s075.t005	volume.n.h.01.
d040.s075.t006	pitch.n.h.01.
d040.s075.t007	voice.n.h.01.
d040.s075.t008	down.r.h.01.
d040.s075.t009	throat.n.h.01.
d092.s034.t000	make.v.h.01.
d092.s034.t001	complete.a.h.01.
d092.s034.t002	facility.n.h.01.
d092.s034.t003	inventory.n.h.01.
d092.s034.t004	small.a.h.01.
d092.s034.t005	business_concern.n.h.01.
d092.s034.t006	labor.n.h.01.
d092.s034.t007	excess.a.h.01.
d092.s034.t008	area.n.h.01.
d092.s034.t009	budgetary.a.h.01.
d092.s034.t010	staff.n.h.01.
d092.s034.t011	limitation.n.h.01.
d158.s059.t000	person.n.h.01.
d158.s059.t001	course.r.h.01.
d158.s059.t002	bury.v.h.01.
d158.s059.t003	british_capital.n.h.01.
d087.s009.t000	land.n.h.02.
d087.s009.t001	location.n.h.01.
d087.s009.t002	be.v.h.01.
d087.s009.t003	rich.a.h.01.
d087.s009.t004	seem.v.h.01.
d087.s009.t005	care.v.h.01.
d104.s078.t000	be.v.h.01.
d104.s078.t001	possible.a.h.01.
d104.s078.t002	certain.a.h.01.
d104.s078.t003	mutational.a.h.01.
d104.s078.t004	form.n.h.01.
d104.s078.t005	produce.v.h.01.
d104.s078.t006	antibiotic.a.h.01.
d104.s078.t007	resistant.a.h.01.
d104.s078.t008	strain.n.h.02.
senseval3.d000.s015.t001	care.v.h.01.
senseval3.d000.s015.t002	guy.n.h.02.
senseval3.d000.s015.t003	hit.v.h.01.
d285.s167.t000	be.v.h.01.
d285.s167.t001	pass.v.h.01.
d285.s167.t002	line.v.h.01.
d285.s167.t003	see.v.h.01.
d285.s167.t004	pass.v.h.01.
d083.s020.t000	person.n.h.01.
d083.s020.t001	manager.n.h.01.
d083.s020.t002	group.n.h.01.
d083.s020.t003	express.v.h.01.
d083.s020.t004	willingness.n.h.01.
d083.s020.t005	send.v.h.01.
d083.s020.t006	emergency.n.h.01.
d083.s020.t007	telegram.n.h.01.
d083.s020.t008	dominicus.n.h.01.
d083.s020.t009	village.n.h.01.
d083.s020.t010	apothecary's_shop.n.h.01.
d041.s002.t000	aeroplane.n.h.01.
d041.s002.t001	fly.v.h.01.
d041.s002.t002	send.v.h.01.
d041.s002.t003	air.n.h.01.
d021.s034.t000	court_order.n.h.01.
d021.s034.t001	non.r.h.01.
d021.s034.t002	unequally.r.h.01.
d021.s034.t003	affect.v.h.01.
d021.s034.t004	southern.a.h.01.
d021.s034.t005	region.n.h.01.
d111.s032.t000	just.r.h.01.
d111.s032.t001	seem.v.h.01.
d111.s032.t002	sink.v.h.01.
d111.s032.t003	depravity.n.h.01.
d111.s032.t004	disappear.v.h.01.
d111.s032.t005	come_down.v.h.01.
d111.s032.t006	bathe.v.h.01.
d111.s032.t007	brush.v.h.01.
d111.s032.t008	take_a_breath.v.h.01.
d111.s032.t009	air.n.h.01.
d111.s032.t010	even.r.h.01.
d111.s032.t011	broken.a.h.01.
d111.s032.t012	nail.n.h.01.
d111.s032.t013	hand.n.h.01.
d111.s032.t014	come.v.h.01.
d111.s032.t015	rest.v.h.01.
d111.s032.t016	table.n.h.01.
d111.s032.t017	leaf.n.h.01.
d111.s032.t018	thoughtless.a.h.01.
d111.s032.t019	delicacy.n.h.01.
d111.s032.t020	grace.n.h.02.
d111.s032.t021	history.n.h.01.
d111.s032.t022	so_to_speak.r.h.01.
d111.s032.t023	instant.n.h.01.
d111.s032.t024	see.v.h.01.
d111.s032.t025	ferociously.r.h.01.
d111.s032.t026	proud.a.h.01.
d111.s032.t027	be.v.h.01.
d111.s032.t028	adamant.a.h.01.
d111.s032.t029	certain.a.h.01.
d111.s032.t030	question.n.h.01.
d111.s032.t031	personal.a.h.01.
d111.s032.t032	value.n.h.01.
recount.v.02_example.0	recount.v.h.02.
d260.s102.t000	jerk.v.h.01.
d260.s102.t001	lie.v.h.01.
d088.s056.t000	time.n.h.01.
d088.s056.t001	person.n.h.01.
d088.s056.t002	cut_out.v.h.01.
d088.s056.t003	fold.v.h.01.
d088.s056.t004	piece_of_paper.n.h.01.
d088.s056.t005	shape.n.h.02.
d088.s056.t006	guitar.n.h.01.
d088.s056.t007	glue.v.h.01.
d088.s056.t008	fit.v.h.01.
d088.s056.t009	other.a.h.01.
d088.s056.t010	piece_of_paper.n.h.01.
d088.s056.t011	4.a.h.01.
d088.s056.t012	taut.a.h.01.
d088.s056.t013	string.n.h.01.
d088.s056.t014	thus.r.h.01.
d088.s056.t015	create.v.h.01.
d088.s056.t016	sequence.n.h.01.
d088.s056.t017	flat.a.h.01.
d088.s056.t018	surface.n.h.01.
d088.s056.t019	real.a.h.01.
d088.s056.t020	sculptural.a.h.01.
d088.s056.t021	space.n.h.01.
d088.s056.t022	cling.v.h.01.
d088.s056.t023	only.r.h.01.
d088.s056.t024	vestige.n.h.01.
d088.s056.t025	picture_plane.n.h.01.
flush.v.02_example.0	flush.v.h.01.
d044.s022.t000	increase.n.h.01.
d044.s022.t001	stem.v.h.01.
d044.s022.t002	largely.r.h.01.
d044.s022.t003	grow.v.h.01.
d044.s022.t004	complexity.n.h.01.
d044.s022.t005	higher.a.h.01.
d044.s022.t006	degree.n.h.01.
d044.s022.t007	maintenance.n.h.01.
d044.s022.t008	required.a.h.01.
d044.s022.t009	new.a.h.01.
d044.s022.t010	weapon.n.h.01.
d044.s022.t011	equipment.n.h.01.
d163.s073.t000	disease.n.h.01.
d163.s073.t001	cancer.n.h.02.
d163.s073.t002	t.b..n.h.01.
d163.s073.t003	cardiopathy.n.h.01.
d163.s073.t004	early.a.h.01.
d163.s073.t005	diagnosing.n.h.01.
d163.s073.t006	treatment.n.h.01.
d163.s073.t007	be.v.h.01.
d163.s073.t008	so.r.h.01.
d163.s073.t009	vital.a.h.01.
d163.s073.t010	waste_of_time.n.h.01.
d163.s073.t011	patient.n.h.01.
d163.s073.t012	person.n.h.01.
d163.s073.t013	catholicon.n.h.01.
d163.s073.t014	contraption.n.h.01.
d163.s073.t015	prove.v.h.01.
d163.s073.t016	fatal.a.h.01.
d163.s080.t000	person.n.h.01.
d163.s080.t001	diagnose.v.h.01.
d163.s080.t002	person.n.h.01.
d163.s080.t003	take.v.h.01.
d163.s080.t004	drop.n.h.01.
d163.s080.t005	blood.n.h.02.
d163.s080.t006	ear.n.h.01.
d163.s080.t007	put.v.h.01.
d163.s080.t008	machine.n.h.01.
d163.s080.t009	twirl.v.h.01.
d163.s080.t010	knob.n.h.01.
d163.s080.t011	fee.n.h.01.
d163.s080.t012	50.a.h.01.
d137.s057.t000	statement.n.h.01.
d137.s057.t001	other.a.h.01.
d137.s057.t002	legislator.n.h.01.
d137.s057.t003	dallas.n.h.01.
d137.s057.t004	pay.v.h.01.
d137.s057.t005	water_development.n.h.01.
d137.s057.t006	bond.n.h.03.
d137.s057.t007	less.a.h.01.
d137.s057.t008	populous.a.h.01.
d137.s057.t009	place.n.h.01.
d137.s057.t010	benefit.v.h.01.
d137.s057.t011	most.r.h.01.
d137.s057.t012	pending.a.h.01.
d137.s057.t013	bill.n.h.02.
d137.s057.t014	non.r.h.01.
d137.s057.t015	sway.v.h.01.
d137.s057.t016	person.n.h.01.
d137.s057.t017	attack.n.h.01.
d105.s002.t000	research.n.h.01.
d105.s002.t001	location.n.h.01.
d105.s002.t002	missouri.n.h.01.
d105.s002.t003	oxidation.n.h.01.
d105.s002.t004	pond.n.h.01.
d105.s002.t005	show.v.h.01.
d105.s002.t006	treated.a.h.01.
d105.s002.t007	effluent.n.h.01.
d105.s002.t008	vary.v.h.01.
d105.s002.t009	30.a.h.01.
d105.s002.t010	mg.n.h.03.
d105.s002.t011	l.n.h.01.
d105.s002.t012	loading.n.h.01.
d105.s002.t013	8.a.h.01.
d105.s002.t014	lb.n.h.02.
d105.s002.t015	day.n.h.02.
d105.s002.t016	acre.n.h.02.
d117.s064.t000	news.n.h.01.
d117.s064.t001	battle.n.h.01.
d117.s064.t002	location.n.h.01.
d117.s064.t003	already.r.h.01.
d117.s064.t004	seep.v.h.01.
d117.s064.t005	new_york.n.h.02.
d117.s064.t006	now.r.h.01.
d117.s064.t007	leave.v.h.01.
d117.s064.t008	hands.n.h.01.
d117.s064.t009	group.n.h.01.
d160.s026.t000	soiled.a.h.01.
d160.s026.t001	fabric.n.h.01.
d160.s026.t002	use.v.h.01.
d160.s026.t003	rapid.a.h.01.
d160.s026.t004	testing.n.h.01.
d160.s026.t005	detergent.n.h.01.
d160.s026.t006	formulation.n.h.01.
d160.s026.t007	make.v.h.01.
d160.s026.t008	way.n.h.01.
d160.s026.t009	only.r.h.01.
d160.s026.t010	part.n.h.01.
d160.s026.t011	grime.n.h.01.
d160.s026.t012	remove.v.h.01.
d160.s026.t013	even.r.h.01.
d160.s026.t014	best.a.h.01.
d160.s026.t015	detergent.n.h.01.
d160.s026.t016	formulation.n.h.01.
d160.s026.t017	single.a.h.01.
d160.s026.t018	wash.n.h.01.
d051.s072.t000	bos_taurus.n.h.01.
d051.s072.t001	keep.v.h.01.
d051.s072.t002	backyard.n.h.01.
d051.s072.t003	barn.n.h.01.
d051.s072.t004	boy.n.h.01.
d051.s072.t005	hire.v.h.01.
d051.s072.t006	drive.v.h.01.
d051.s072.t007	pasture.n.h.01.
d051.s072.t008	edge.n.h.01.
d051.s072.t009	town.n.h.01.
d051.s072.t010	familiar.a.h.01.
d051.s072.t011	ear.n.h.01.
d051.s072.t012	morning.n.h.01.
d051.s072.t013	evening.n.h.01.
d051.s072.t014	be.v.h.01.
d051.s072.t015	boy.n.h.01.
d051.s072.t016	coaxing.a.h.01.
d051.s072.t017	voice.n.h.01.
d051.s072.t018	clunk.n.h.01.
d051.s072.t019	hoof.n.h.01.
d051.s072.t020	thwack.n.h.01.
d051.s072.t021	stick.n.h.01.
d051.s072.t022	cowhide.n.h.01.
d002.s027.t000	come.v.h.01.
d002.s027.t001	lot.n.h.03.
d002.s027.t002	watch.v.h.01.
d002.s027.t003	balloon.n.h.01.
d002.s027.t004	inflate.v.h.01.
d002.s027.t005	stand.v.h.01.
d002.s027.t006	decide.v.h.01.
d002.s027.t007	fly.v.h.01.
d002.s027.t008	basket.n.h.01.
d002.s027.t009	hold.v.h.01.
d023.s030.t000	man.n.h.01.
d023.s030.t001	person.n.h.01.
d023.s030.t002	want.v.h.01.
d023.s030.t003	have.v.h.01.
d023.s030.t004	ready.a.h.01.
